!	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
&	https://twitter.com/sakamatachloe/status/1518718542786433026	https://twitter.com/sakamatachloe
0	https://twitter.com/sakamatachloe/status/1496787201115316234	https://twitter.com/sakamatachloe
1	https://twitter.com/sakamatachloe/status/1496787201115316234	https://twitter.com/sakamatachloe
2	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
3	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
4	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
5	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
6	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
7	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
@	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
C	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
H	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
M	https://twitter.com/sakamatachloe/status/1518718542786433026	https://twitter.com/sakamatachloe
P	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
S	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
V	https://twitter.com/sakamatachloe/status/1518718542786433026	https://twitter.com/sakamatachloe
X	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
_	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
a	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
e	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
h	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
i	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
k	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
l	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
m	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
o	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
p	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
r	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
t	https://twitter.com/sakamatachloe/status/1543563599616131077	https://twitter.com/sakamatachloe
u	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
w	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
y	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
z	https://www.youtube.com/watch?v=o-qscNaT_FE	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
~	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
○	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
♡	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
♢	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
　	NO DATA
、	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
。	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
あ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
い	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
う	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
え	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
お	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
か	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
が	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
き	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
ぎ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
く	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ぐ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
け	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
げ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
こ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
ご	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
さ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
し	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
じ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
す	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
せ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
そ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
た	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
だ	https://twitter.com/sakamatachloe/status/1536226711108747265	https://twitter.com/sakamatachloe
ち	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
っ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
つ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
て	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
で	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
と	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
な	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
に	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ぬ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ね	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
の	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
は	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ぱ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ひ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ぴ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
ふ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ぶ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
へ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ほ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ぽ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
ま	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
み	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
む	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
め	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
も	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ゃ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
や	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
ゅ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
ゆ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ょ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
よ	https://twitter.com/sakamatachloe/status/1536226711108747265	https://twitter.com/sakamatachloe
ら	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
り	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
る	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
れ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ろ	https://www.youtube.com/watch?v=k1kZj6rfFVU	https://www.youtube.com/channel/UCQ0UDLQCjY0rmuxCDE38FGg
わ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
を	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ん	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
゛	https://twitter.com/sakamatachloe/status/1536226711108747265	https://twitter.com/sakamatachloe
ア	https://twitter.com/sakamatachloe/status/1496787201115316234	https://twitter.com/sakamatachloe
ィ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
イ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ウ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
エ	https://www.youtube.com/watch?v=TtB0GZLum1w	https://www.youtube.com/channel/UCJFZiqLMntJufDCHc6bQixg
ォ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
カ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
キ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ク	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ケ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ザ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ス	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
セ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ゼ	https://www.youtube.com/watch?v=TtB0GZLum1w	https://www.youtube.com/channel/UCJFZiqLMntJufDCHc6bQixg
チ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ッ	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
デ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ト	https://www.youtube.com/watch?v=wDABrYnUdYY	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ナ	https://www.youtube.com/watch?v=Fb2IwaOWm8E	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ニ	https://twitter.com/sakamatachloe/status/1496787201115316234	https://twitter.com/sakamatachloe
ネ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
ノ	https://www.youtube.com/watch?v=TtB0GZLum1w	https://www.youtube.com/channel/UCJFZiqLMntJufDCHc6bQixg
ハ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
バ	https://www.youtube.com/watch?v=i8m4NUPByMA	https://www.youtube.com/channel/UCIBY1ollUsauvVi4hW4cumw
